snr_db,aware_mean,aware_median,blind_mean,blind_median
10,0.9795477778116862,0.9844803214073181,0.9812235805193583,0.9864863753318787
20,0.86083795551459,0.8848964273929596,0.8715663189888001,0.8971874713897705
