beta,aware_mc,aware_pred,blind_mc,blind_pred
0.311,0.7251058104634285,0.7244273905766959,0.7074751788377762,0.7071067811865476
0.8,0.8371337348222733,0.8366600265340756,0.7081796124577522,0.7071067811865476
